시도,시군구,시설명,주소,전화번호,팩스번호,홈페이지,주차가능대수,공-사설구분,빈소수,안치가능구수,식당,매점,주차장,유족대기실,장애인편의시설,운영종류
세종특별자치시,세종특별자치시,은하수공원장례식장,"세종특별자치시 정안세종로 1527,은하수공원 (산울동)",044-850-1350,044-863-0762,www.sjfmc.or.kr/eunhasu.do,350,공설,10,12,설치,설치,설치,설치,설치,전문
세종특별자치시,세종특별자치시,조치원장례식장,세종특별자치시   연서면 당산로 494-8 (월하리),044-866-4800,,,200,사설,5,8,설치,미설치,설치,설치,설치,전문
세종특별자치시,세종특별자치시,중앙장례식장,"세종특별자치시   조치원읍 섭골길 37 (서창리, 중앙요양병원)",044-865-4441,,,200,사설,4,8,설치,설치,설치,설치,미설치,병원
세종특별자치시,세종특별자치시,한마음효병원장례식장,세종특별자치시   조치원읍 금이로 53-11 (신안리),044-868-3700,,,0,사설,4,6,미설치,미설치,미설치,미설치,미설치,병원
경기도,가평군,가평군농협효문화센터,경기도 가평군 가평읍 경춘로 1775 (상색리),031-581-4442,,,200,사설,4,8,설치,미설치,설치,설치,설치,전문
경기도,가평군,가평연새장례식장,경기도 가평군 청평면 경춘로 1219 (상천리),031-585-6700,,,100,사설,4,8,설치,설치,설치,설치,미설치,전문
경기도,고양시덕양구,원당연세장례식장,경기도 고양시 덕양구 고양대로 1359 (성사동),031-966-4444,,,0,사설,2,6,미설치,미설치,미설치,미설치,미설치,전문
경기도,고양시덕양구,원당장례식장(주)고양베스트,경기도 고양시 덕양구 고양대로 1359-5 (성사동),031-965-4444,,,20,사설,7,14,설치,설치,설치,설치,설치,전문
경기도,고양시덕양구,주식회사 헤븐앤어스,"경기도 고양시 덕양구 화수로14번길 55, 명지병원 B1층 (화정동)",031-810-5444,,www.mjh.or.kr/index.php?mid=page_bYsO56,180,사설,8,18,설치,설치,설치,설치,미설치,병원
경기도,고양시일산동구,국민건강보험공단일산병원장례식장,"경기도 고양시 일산동구 일산로 100 (백석동, 국민건강보험공단일산병원)",031-900-0444,031-900-0114,www.nhimc.or.kr/funeral,0,공설,9,14,설치,설치,설치,설치,미설치,병원
경기도,고양시일산동구,동국대학교일산장례식장,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",031-961-9400,,www.dumc.or.kr/funeralis,0,사설,13,28,설치,설치,설치,설치,설치,병원
경기도,고양시일산동구,쉴낙원 일산장례식장,"경기도 고양시 일산동구 백마로 62 (장항동, 일산쉴낙원)",031-923-7000,031-903-8118,www.shillakwon.com,43,사설,6,10,설치,설치,설치,설치,미설치,전문
경기도,고양시일산동구,일산복음병원장례식장,"경기도 고양시 일산동구 고양대로 760, 나동 B1층 (중산동, 일산복음병원)",031-977-6000,031-929-0448,www.isgh.co.kr,400,사설,5,10,설치,설치,설치,설치,미설치,병원
경기도,고양시일산서구,베스트장례식장,경기도 고양시 일산서구 경의로 816-1 (덕이동),031-924-4444,,,0,사설,5,8,미설치,미설치,설치,설치,미설치,전문
경기도,고양시일산서구,일산백장례서비스(주),"경기도 고양시 일산서구 주화로 170,일산백병원B2층 (대화동)",031-910-7444,,www.paik.ac.kr/ilsan/info/jang.asp?p=1,1000,사설,6,14,설치,설치,설치,설치,설치,병원
경기도,광명시,광명성애병원장례식장,경기도 광명시 디지털로 36 (철산동),02-2684-4444,,,100,사설,7,12,미설치,설치,설치,설치,설치,병원
경기도,광명시,예지원장례식장,"경기도 광명시 광명로 844, B1층 (광명동, 예지원요양병원)",02-2060-4444,,,150,사설,4,8,미설치,미설치,설치,미설치,미설치,병원
경기도,광명시,중앙대학교광명병원장례식장,"경기도 광명시 덕안로 110, 중앙대학교 광명병원 B2층 (일직동)",02-2610-9472,,gh.cauhs.or.kr/funeral/,746,사설,8,18,설치,설치,설치,설치,설치,병원
경기도,광주시,경안장례식장,경기도 광주시 경충대로 1744 (역동),031-769-0444,,,0,사설,4,10,미설치,미설치,미설치,미설치,미설치,전문
경기도,광주시,곤지암농협장례문화원,경기도 광주시 곤지암읍 경충대로 784-64 (삼리),031-798-9750,,,150,사설,4,8,설치,설치,설치,설치,설치,전문
경기도,광주시,곤지암장례식장,경기도 광주시 곤지암읍 경충대로 811-22 (삼리),031-766-5544,031-766-6661,,200,사설,3,8,설치,설치,설치,설치,설치,전문
경기도,광주시,삼육병원장례식장,경기도 광주시 초월읍 경수길 25 (지월리),031-760-3644,,,90,사설,5,8,설치,설치,설치,설치,미설치,전문
경기도,광주시,오포장례식장,경기도 광주시 오포읍 오포로 225-7 (능평리),031-797-0444,,www.opo7970444.com,150,사설,3,6,설치,설치,설치,설치,미설치,전문
경기도,구리시,원진녹색병원장례식장,경기도 구리시 동구릉로 65 (인창동),031-552-5119,,,0,사설,6,6,설치,설치,설치,설치,설치,병원
경기도,구리시,윤서병원장례식장,"경기도 구리시 건원대로99번길 123,건원대로45 (인창동, 윤서병원)",031-562-4444,,,100,사설,5,8,미설치,미설치,설치,설치,미설치,전문
경기도,구리시,한양대학교구리병원장례식장,"경기도 구리시 경춘로 153 (교문동, 한양대학교구리병원)",031-566-2040,,,0,사설,4,8,설치,설치,설치,설치,설치,병원
경기도,군포시,지샘병원장례식장,경기도 군포시 군포로 591 (당동),031-389-3000,,www.gsamhospital.com,0,사설,4,8,설치,설치,설치,설치,설치,병원
경기도,군포시,학교법인영산학원 산본장례식장,"경기도 군포시 산본로 321 (산본동,원광대산본병원)",031-395-4438,,www.산본장례식장.kr,70,사설,3,8,설치,설치,설치,설치,미설치,병원
경기도,김포시,뉴고려병원장례식장,경기도 김포시 김포한강3로 283 (장기동),031-998-4415,,,200,사설,5,6,설치,설치,설치,설치,설치,병원
경기도,김포시,마송장례식장,경기도 김포시 통진읍 김포대로 2110-44 (도사리),031-988-2277,,,150,사설,5,6,설치,설치,설치,설치,설치,전문
경기도,김포시,쉴낙원  김포장례식장,"경기도 김포시 승가로58번길 7 (풍무동, 김포쉴낙원)",031-449-1009,,www.shillakwon.com/,180,사설,8,10,설치,미설치,설치,설치,미설치,전문
경기도,김포시,아너스힐병원장례식장,"경기도 김포시 통진읍 흥신로 320-10 (도사리, 제이에스병원)",031-989-4404,,hhillfh.com/,100,사설,4,6,미설치,미설치,설치,설치,미설치,병원
경기도,김포시,우리병원장례예식장,경기도 김포시 감암로 11 (걸포동),031-999-1444,,,100,사설,5,8,설치,설치,설치,설치,설치,병원
경기도,남양주시,나눔병원장례식장,"경기도 남양주시 오남읍 진건오남로797번길 9 (양지리, 우리병원)",031-574-4442,,nanum4442.com,200,사설,3,8,설치,설치,설치,설치,설치,병원
경기도,남양주시,남양주장례식장(구 남양동산),경기도 남양주시 진건읍 진건오남로 458 (송능리),031-528-4444,,,500,사설,8,10,설치,설치,설치,설치,설치,전문
경기도,남양주시,남양주한양병원장례식장,"경기도 남양주시 오남읍 양지로 47-55 (오남리, 남양한양병원)",031-529-4440,,,200,사설,5,12,설치,미설치,설치,설치,설치,병원
경기도,남양주시,남양주혜성병원장례식장,"경기도 남양주시 경춘로1308번길 4,B1층 (평내동)",031-594-4442,,,90,사설,4,6,설치,설치,설치,설치,설치,병원
경기도,남양주시,백년장례문화원,경기도 남양주시 마치로 90 (호평동),031-594-4444,031-559-6800,,200,사설,4,10,미설치,미설치,설치,미설치,설치,병원
경기도,남양주시,원병원장례식장,"경기도 남양주시 화도읍 경춘로 1943-16 (창현리, 원병원)",031-511-9944,,,0,사설,5,12,설치,설치,설치,설치,설치,병원
경기도,동두천시,동두천장례식장,경기도 동두천시 평화로 2972 (상봉암동),031-861-0044,,,45,사설,2,4,설치,미설치,설치,설치,설치,전문
경기도,동두천시,동두천중앙성모장례식장,경기도 동두천시 동광로 53 (생연동),031-862-4949,,,0,사설,3,6,미설치,미설치,미설치,미설치,미설치,전문
경기도,동두천시,예드림장례식장,경기도 동두천시 강변로 422 (생연동),031-868-4440,,,50,사설,4,8,설치,설치,설치,설치,설치,병원
경기도,동두천시,이담장례식장,"경기도 동두천시 삼육사로 747, 이담장례식장 (상패동, 아시엘요양병원)",031-866-7300,,www.aziel.co.kr,300,사설,6,8,설치,설치,설치,설치,설치,전문
경기도,부천시,뉴대성병원장례식장(구 DS병원장례식장),"경기도 부천시 원미구 부흥로 377뉴대성병원장례식장 (심곡동, DS병원)",032-666-1002,,www.dsfh.co.kr,150,사설,5,12,설치,설치,설치,설치,설치,병원
경기도,부천시,다니엘병원장례식장(구 늘푸른장례식장),경기도 부천시 원미구 중동로 361 (약대동),032-678-4242,,npr.aileda.co.kr/,0,사설,3,10,미설치,미설치,설치,미설치,미설치,전문
경기도,부천시,부천성모병원장례식장,"경기도 부천시 원미구 소사로 327 (소사동, 가톨릭대부천성모병원)",032-340-7300,,bfh.catholic.ac.kr,0,사설,9,20,설치,설치,설치,미설치,미설치,병원
경기도,부천시,부천시민장례식장,경기도 부천시 원미구 장말로372번길 15 (심곡동),032-666-4440,,seilbucheon.daum,70,사설,5,8,설치,설치,설치,설치,설치,전문
경기도,부천시,부천장례식장,경기도 부천시 원미구 원미로 213 (춘의동),032-651-0444,,www.부천장례식장.kr,300,사설,12,24,설치,설치,설치,설치,설치,전문
경기도,부천시,세종병원장례식장,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-346-1164,,,200,사설,4,6,설치,설치,설치,설치,미설치,병원
경기도,부천시,순천향부천장례식장,"경기도 부천시 원미구 조마루로 170 (중동, 순천향대학교부천병원)",032-327-3060,,www.schmc.ac.kr/bucheon/kor/index.do,742,사설,6,14,설치,설치,설치,설치,미설치,병원
경기도,부천시,휴앤유병원장례식장,경기도 부천시 소사구 심곡로10번길 63 (송내동),032-662-1024,,,100,사설,5,6,미설치,설치,설치,설치,미설치,병원
경기도,성남시,분당서울대학교병원 장례식장,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대병원)",031-787-1500,,,0,사설,12,20,설치,설치,설치,설치,미설치,병원
경기도,성남시,분당차병원장례식장,"경기도 성남시 분당구 야탑로 59 (야탑동, 분당차병원)",031-780-6170,,bundang.chamc.co.kr/funeral,100,사설,4,10,미설치,미설치,설치,설치,미설치,병원
경기도,성남시,성남시의료원장례식장,"경기도 성남시 수정구 수정로171번길 10 (태평동, 성남시의료원)",031-738-7450,,funeral.scmc.kr/,700,공설,9,28,설치,설치,설치,설치,설치,병원
경기도,성남시,성남시장례협동조합,경기도 성남시 중원구 순암로 800 (갈현동),031-752-0404,,www.성남시장례식장.com,100,공설,7,16,설치,설치,설치,설치,설치,전문
경기도,성남시,성남중앙병원장례식장,경기도 성남시 중원구 산성대로476번길 12 (금광동),031-799-5200,,www.schosp.co.kr/sub/sub0205.php,0,사설,8,13,설치,설치,설치,설치,미설치,병원
경기도,성남시,성모장례식장,경기도 성남시 분당구 새나리로 13 (야탑동),031-709-0404,,,50,사설,3,6,설치,설치,설치,설치,미설치,병원
경기도,성남시,주식회사 분당제생병원장례식장,"경기도 성남시 분당구 서현로180번길 20 (서현동, 분당제생병원)",031-708-4444,,,0,사설,7,12,설치,설치,설치,미설치,미설치,병원
경기도,성남시,태평서울병원소망장례식장,"경기도 성남시 수정구 성남대로 1219B01 (수진동, 새소망병원)",031-751-3344,031-751-4434,소망장례식장.com,20,사설,4,6,설치,설치,설치,미설치,미설치,병원
경기도,수원시,(주)중앙병원장례식장,경기도 수원시 권선구 권선로 654 (권선동),031-231-8888,,,90,사설,4,8,설치,설치,설치,설치,미설치,병원
경기도,수원시,경기도의료원 수원병원장례식장,경기도 수원시 장안구 수성로245번길 69 (정자동),031-888-0114,,suwon.medical.or.kr/suwon/contentsInfo.do?brd_mgrno=0&menu_no=721,200,공설,6,8,설치,설치,설치,설치,설치,병원
경기도,수원시,동수원장례식장,"경기도 수원시 팔달구 권광로367번길 77, B1층 (우만동, 동수원한방병원)",031-213-1640,,dswhosp.co.kr:7468/guide/funeral.php,0,사설,3,8,설치,설치,설치,설치,설치,병원
경기도,수원시,수원시연화장장례식장,경기도 수원시 영통구 광교호수로 278 (하동),031-218-6500,,www.suwonfmc.or.kr/suwonyhj/mainPage.do,453,공설,12,18,설치,설치,설치,설치,미설치,전문
경기도,수원시,수원요양병원장례식장,경기도 수원시 영통구 매영로 229 (원천동),031-640-9797,,www.수원요양병원.kr/,200,사설,5,10,설치,설치,설치,설치,설치,병원
경기도,수원시,아주대학병원장례식장,경기도 수원시 영통구 광교중앙로49번길 46 (원천동),031-219-6654,,hosp.ajoumc.or.kr/funeral/,1000,사설,12,18,설치,설치,설치,설치,설치,병원
경기도,수원시,한독병원장례식장,경기도 수원시 팔달구 경수대로 487 (인계동),031-212-4444,,,60,사설,3,8,설치,설치,설치,설치,설치,병원
경기도,수원시팔달구,성빈센트병원 장례식장,"경기도 수원시 팔달구 중부대로 93 (지동, 성빈센트병원)",031-249-8444,,vfh.catholicfuneral.co.kr/cmm/main/mainPage.do,951,사설,7,14,설치,미설치,설치,미설치,설치,병원
경기도,시흥시,센트럴병원장례식장,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴병원)",031-434-4466,,,300,사설,5,8,설치,설치,설치,설치,미설치,병원
경기도,시흥시,시화병원장례식장,"경기도 시흥시 군자천로 381-1 (정왕동, 시화병원)",031-431-4444,,,1000,사설,7,12,설치,미설치,설치,설치,설치,병원
경기도,시흥시,시흥누리병원장례식장,경기도 시흥시 수인로3325번길 5 (신천동),031-404-4444,,shnurifuneral.com,100,사설,4,8,설치,설치,설치,설치,설치,전문
경기도,시흥시,시흥우리장례식장,경기도 시흥시 평안상가5길 19 (정왕동),031-433-5444,,,50,사설,4,8,설치,설치,설치,설치,미설치,병원
경기도,시흥시,시흥장례원,경기도 시흥시 서해안로 586 (정왕동),031-434-4114,,www.시흥장례식장.kr,120,사설,6,9,설치,설치,설치,설치,설치,전문
경기도,시흥시,신천연합병원장례식장,경기도 시흥시 복지로 57 (대야동),031-310-6440,,www.suh.or.kr,40,사설,3,6,설치,설치,설치,설치,설치,병원
경기도,시흥시,신천제일병원장례식장,경기도 시흥시 호현로10번길 7-1 (신천동),031-318-9444,,,36,사설,3,4,설치,설치,설치,설치,설치,전문
경기도,안산시,(주)코스모스제일장례식장,경기도 안산시 상록구 수인로 1222 (일동),031-406-2000,031-416-1156,,300,사설,9,8,설치,설치,설치,설치,설치,전문
경기도,안산시,고려대안산병원장례식장,"경기도 안산시 단원구 적금로 123 (고잔동, 고려대학병원)",031-411-4441,,www.funeral.or.kr,823,사설,6,12,설치,설치,설치,설치,설치,병원
경기도,안산시,국화향기,경기도 안산시 상록구 구룡로 87 (일동),031-501-4646,031-481-6661,www.kcomwel.or.kr,300,사설,4,6,미설치,미설치,설치,미설치,미설치,병원
경기도,안산시,동안산병원장례식장,경기도 안산시 상록구 월피로 88 (월피동),031-8042-4440,,,20,사설,2,4,설치,설치,설치,설치,설치,병원
경기도,안산시,사랑의병원장례식장,경기도 안산시 상록구 예술광장로 69 (성포동),031-437-4000,,,150,사설,4,6,설치,설치,설치,설치,설치,병원
경기도,안산시,세화병원장례식장,경기도 안산시 상록구 용신로 355 (본오동),031-501-4444,031-419-4458,www.sehwafuneral.com,100,사설,3,4,설치,설치,설치,설치,미설치,병원
경기도,안산시,안산시민장례문화원,경기도 안산시 단원구 원곡공원로 11-9 (원곡동),031-495-4000,,cafe.daum.net/01197374000,150,사설,4,8,설치,설치,설치,설치,설치,전문
경기도,안산시,안산온누리병원장례식장,경기도 안산시 단원구 선부로 201 (선부동),031-487-4444,,www.onnury.org,0,사설,1,6,미설치,미설치,설치,미설치,미설치,병원
경기도,안산시,안산장례식장,경기도 안산시 상록구 선진안길 33 (사동),031-419-4400,,,11,사설,5,10,미설치,미설치,설치,설치,미설치,전문
경기도,안산시,플러스단원병원장례문화원,"경기도 안산시 단원구 원포공원로 10,지상1.2.3층 (초지동)",031-410-4444,,,250,사설,4,8,설치,설치,설치,설치,설치,병원
경기도,안산시,한도병원장례식장,경기도 안산시 단원구 선부광장로 103 (선부동),031-485-4422,,,0,사설,5,10,설치,설치,설치,설치,미설치,병원
경기도,안산시,한사랑병원장례문화센타,경기도 안산시 상록구 광덕1로 345 (이동),031-439-4444,,,150,사설,3,6,설치,설치,설치,설치,설치,병원
경기도,안산시단원구,안산중앙요양병원장례식장,"경기도 안산시 단원구 고잔로 134 (고잔동, 안산중앙요양병원)",031-403-4440,,,0,사설,4,10,설치,설치,설치,설치,설치,병원
경기도,안성시,경기도의료원 안성병원장례식장,"경기도 안성시 남파로 95 (당왕동, 경기도의료원안성병원)",031-8046-5044,,www.medical.or.kr/ansung/contentsInfo.do?brd_mgrno=0,300,공설,7,12,설치,설치,설치,설치,설치,병원
경기도,안성시,공도장례식장(영화원),경기도 안성시 원곡면 기업단지로 271 (반제리),031-652-2100,031-652-3077,,300,사설,5,8,설치,설치,설치,설치,설치,전문
경기도,안성시,도민장례식장,경기도 안성시 공도읍 서동대로 4012 (승두리),031-692-4444,,,150,사설,4,8,설치,설치,설치,설치,설치,전문
경기도,안성시,동인병원장례식장,경기도 안성시 인지1길 15 (인지동),031-671-4494,,,180,사설,3,6,설치,설치,설치,설치,설치,병원
경기도,안성시,동일죽장례식장,"경기도 안성시 일죽면 서동대로 7866 (당촌리, 동일죽장례식장)",031-674-4446,031-674-4464,,90,사설,3,4,미설치,미설치,설치,설치,설치,전문
경기도,안성시,성혜원장례식장,"경기도 안성시 남파로 169, B1층 (당왕동, 안성성요셉병원)",031-671-6500,,,200,사설,6,12,설치,설치,설치,설치,미설치,병원
경기도,안성시,파라밀장례식장,경기도 안성시 죽산면 녹배길 139 (장능리),031-677-5444,031-677-6444,,0,사설,2,4,설치,설치,설치,설치,설치,병원
경기도,안양시,샘안양병원장례식장,"경기도 안양시 만안구 삼덕로 9,613-8 (안양동, 안양샘병원)",031-467-9114,,www.samhospital.com,0,사설,6,11,설치,설치,설치,설치,미설치,병원
경기도,안양시,안양메트로병원장례식장,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",031-449-9000,,www.메트로병원장례식장.com,0,사설,7,14,설치,설치,설치,설치,미설치,병원
경기도,안양시,안양장례식장,경기도 안양시 동안구 엘에스로144번길 190 (호계동),031-456-5555,,www.안양장례식장.kr,500,사설,10,12,설치,설치,설치,설치,설치,전문
경기도,안양시,한림대성심병원장례식장,"경기도 안양시 동안구 관평로170번길 22 (평촌동, 한림대성심병원)",031-382-5004,,,0,사설,6,10,미설치,설치,설치,설치,설치,병원
경기도,양주시,광적장례식장,경기도 양주시 광적면 부흥로 887 (가납리),031-876-4449,,,0,사설,3,6,설치,설치,설치,설치,미설치,전문
경기도,양주시,양주소망장례식장,경기도 양주시 평화로 1741 (회정동),031-866-4444,031-858-0402,,0,사설,4,10,설치,미설치,설치,설치,미설치,병원
경기도,양주시,양주예쓰병원 장례식장,경기도 양주시 회정로109번길 7-20 (덕정동),031-859-0444,031-863-0445,,100,사설,0,4,설치,미설치,설치,설치,설치,병원
경기도,양주시,양주장례문화원,경기도 양주시 평화로1357번길 8 (덕계동),031-863-4444,031-865-1024,yangjufuneral.com,100,사설,5,14,설치,설치,설치,설치,설치,전문
경기도,양주시,양주한국병원장례문화원 주식회사,"경기도 양주시 화합로 1489, B2층 (고암동)",031-928-7444,,,300,사설,6,14,미설치,미설치,설치,설치,설치,병원
경기도,양주시,큰길장례문화원,경기도 양주시 광적면 부흥로 955-13(가납리),031-872-4444,,,100,사설,4,6,미설치,미설치,설치,미설치,미설치,전문
경기도,양주시,회천농협장례문화원,경기도 양주시 평화로 1861 (회정동),031-864-4444,,,200,사설,5,6,미설치,미설치,설치,설치,설치,전문
경기도,양평군,별그리다(사담재),"경기도 양평군 양동면 양동금곡1길 331 (삼산리, 양평공원묘원)",031-333-1111,031-774-4710,star4ever.com,359,사설,1,1,설치,미설치,설치,설치,설치,전문
경기도,양평군,양서농협장례문화원,경기도 양평군 양서면 두물머리길 24 (양수리),031-771-1900,,,50,사설,5,8,설치,설치,설치,설치,설치,전문
경기도,양평군,양수삼성장례식장,"경기도 양평군 양서면 양수로 149-2 (양수리, 양수삼성요양병원)",031-771-4447,,,10,사설,2,4,미설치,미설치,설치,미설치,설치,병원
경기도,양평군,양평 갈월장례식장,경기도 양평군 양평읍 충신로324번길 64 (창대리),031-774-6066,,www.갈월장례식장.com,100,사설,3,6,설치,미설치,설치,설치,설치,전문
경기도,양평군,양평병원장례식장,경기도 양평군 양평읍 중앙로 129 (공흥리),031-775-4444,,,200,사설,4,6,설치,설치,설치,설치,미설치,병원
경기도,양평군,양평장례식장,경기도 양평군 양평읍 중앙로111번길 52 (공흥리),031-772-1024,,,150,사설,5,12,설치,설치,설치,설치,미설치,전문
경기도,양평군,용문장례식장,경기도 양평군 용문면 경강로 3303 (광탄리),031-773-4321,,,160,사설,2,4,설치,설치,설치,설치,미설치,전문
경기도,양평군,효병원장례식장,경기도 양평군 용문면 다문북길 16 (다문리),031-774-4461,031-771-4489,,0,사설,3,6,설치,설치,설치,설치,미설치,병원
경기도,여주시,가남베스트장례식장,경기도 여주시 가남읍 경충대로961번길 2-15 (은봉리),031-882-1024,,,100,사설,4,4,설치,설치,설치,설치,설치,병원
경기도,여주시,세종여주병원장례식장,"경기도 여주시 청심로 39 (하동, 세종여주병원)",031-886-4496,,xn--om3bn4fhxed0am6dpua.com/web/page/02/funeral.php,200,사설,4,6,설치,설치,설치,설치,설치,병원
경기도,여주시,여주 국빈 장례식장 ,경기도 여주시 여양로 388-13 (오학동),031-885-4400,,www.korvafamily.com/funeral/,500,사설,7,10,설치,설치,설치,설치,설치,전문
경기도,여주시,여주시민장례문화원,경기도 여주시 칠산길 28-8 (상동),031-882-1000,,www.여주장례식장.com,180,사설,4,6,설치,설치,설치,설치,설치,전문
경기도,여주시,여주장례식장,경기도 여주시 세종대왕면 중부대로 2710-48 (능서면 왕대리 981-7) (왕대리),031-885-1919,,www.boramyeoju.com/,300,사설,4,10,설치,설치,설치,설치,설치,전문
경기도,연천군,연천군장례식장,"경기도 연천군 전곡읍 은대성로 95 (은대리, 연천군보건의료원)",031-832-4474,,yccs.or.kr/facility/facility_04.php,150,공설,5,8,설치,설치,설치,설치,설치,전문
경기도,연천군,전곡효사랑병원장례식장,경기도 연천군 전곡읍 평화로 525 (전곡리),031-832-4444,,,120,사설,5,6,설치,설치,설치,설치,설치,병원
경기도,오산시,쉴낙원 오산동탄장례식장,"경기도 오산시 경기대로658번길 30 (내삼미동, 오산동탄쉴낙원)",031-966-1009,,www.shillakwon.com/,127,사설,8,10,설치,설치,설치,설치,설치,전문
경기도,오산시,오산장례문화원,경기도 오산시 경기동로 125 (부산동),031-375-1100,,,300,사설,8,10,설치,설치,설치,설치,설치,전문
경기도,오산시,오산한국병원장례식장,"경기도 오산시 밀머리로1번길 16 (원동, 오산한국병원)",031-375-7600,,,300,사설,4,8,설치,설치,설치,설치,설치,병원
경기도,용인시,(주)기흥장례식장,경기도 용인시 기흥구 하갈로 17 (하갈동),031-275-4444,,,300,사설,4,10,설치,설치,설치,설치,설치,전문
경기도,용인시,다보스병원장례식장(영문의료재단),"경기도 용인시 처인구 백옥대로1082번길 18, B1층 (김량장동, 다보스종합병원)",031-323-4444,,www.davoshospital.co.kr,500,사설,5,10,설치,설치,설치,설치,미설치,병원
경기도,용인시,보정장례식장,"경기도 용인시 기흥구 용구대로2469번길 136 (보정동, 보정장례문화센타)",031-276-4001,,www.bjf.co.kr,150,사설,6,12,미설치,미설치,설치,미설치,미설치,전문
경기도,용인시,쉴낙원 경기장례식장,"경기도 용인시 수지구 포은대로 836 (죽전동, 용인쉴낙원)",031-672-1009,031-898-0709,www.shillakwon.com,139,사설,8,10,설치,미설치,설치,설치,설치,전문
경기도,용인시,연세대학교 용인장례식장,경기도 용인시 기흥구 동백죽전대로 363 (중동),031-678-7600,,yongin.yonseifuneral.com/,36,사설,9,18,설치,설치,설치,설치,설치,병원
경기도,용인시,용인서울병원장례식장,경기도 용인시 처인구 고림로 81 (고림동),031-321-0101,,,200,사설,4,6,설치,설치,설치,미설치,미설치,병원
경기도,용인시,용인시민장례문화원,"경기도 용인시 처인구 양지면 중부대로 1978-24 (남곡리, 용인시민장례문화원)",031-334-4444,,yonginfuneral.modoo.at/,100,사설,7,8,설치,설치,설치,설치,설치,전문
경기도,용인시,용인제일메디장례식장,"경기도 용인시 처인구 포곡읍 포곡로210번길 21-11, B1층 (둔전리)",031-332-4444,031-326-0444,,200,사설,6,10,설치,설치,설치,설치,설치,병원
경기도,용인시,용인평온의숲 장례식장,"경기도 용인시 처인구 이동면 평온의숲로 77 (어비리, 용인평온의숲)",031-329-5959,,www.tranquil-forest.or.kr/useinfo/useinfo_0301.php,0,공설,12,14,설치,설치,설치,설치,설치,전문
경기도,의왕시,다사랑중앙병원장례식장,경기도 의왕시 등칙골1길 22 (오전동),031-427-4440,,,50,사설,2,2,설치,설치,설치,미설치,미설치,병원
경기도,의왕시,시티병원장례식장,경기도 의왕시 오전천로 29 (오전동),031-459-7575,,,50,사설,3,6,설치,설치,설치,미설치,미설치,병원
경기도,의정부시,경기도의료원 의정부병원장례식장,"경기도 의정부시 흥선로 142 (의정부동, 경기도의정부의료원)",031-828-5444,,www.medical.or.kr/uijeongbu/index.do,20,공설,4,10,설치,설치,설치,설치,미설치,병원
경기도,의정부시,백병원장례식장,경기도 의정부시 금신로 322 (신곡동),031-844-4450,,,100,사설,4,8,미설치,설치,설치,미설치,미설치,병원
경기도,의정부시,보람의정부장례식장,"경기도 의정부시 추동로 253, B1층 (신곡동)",031-851-4444,031-853-1024,www.boramuijeongbu.com,150,사설,8,12,설치,설치,설치,설치,설치,전문
경기도,의정부시,연세장례식장,"경기도 의정부시 호국로 1342 지하1층,2층 (의정부동)",031-848-4545,,,80,사설,4,6,설치,설치,설치,설치,설치,전문
경기도,의정부시,의정부성모장례식장,"경기도 의정부시 천보로 271 (금오동, 의정부성모병원)",031-820-3468,,,0,사설,4,10,설치,설치,설치,미설치,미설치,병원
경기도,의정부시,의정부을지대학교병원 ,"경기도 의정부시 동일로 712,평온관 (금오동, 을지대학교의정부캠퍼스및부속병원)",031-951-7444,031-951-7420,,0,사설,11,29,설치,설치,설치,설치,미설치,병원
경기도,의정부시,의정부장례예식장,경기도 의정부시 체육로 113-18 (녹양동),031-871-4444,,ujbfuneral.dqbuilder.com,250,사설,5,8,설치,설치,설치,설치,설치,전문
경기도,의정부시,자미원스카이장례식장,"경기도 의정부시 호국로 1342. 9,10층  (의정부동, 의정부요양병원)",031-840-4444,,,70,사설,5,8,설치,설치,설치,설치,설치,전문
경기도,의정부시,중앙병원장례식장,경기도 의정부시 평화로 609 (의정부동),031-847-4444,,,200,사설,3,6,설치,설치,설치,설치,미설치,병원
경기도,의정부시,추병원장례식장,경기도 의정부시 평화로 650 (의정부동),031-844-4442,,,0,사설,5,6,미설치,설치,설치,미설치,미설치,병원
경기도,이천시,경기도의료원 이천병원장례식장,경기도 이천시 경충대로 2742 (관고동),031-630-4444,,www.medical.or.kr/icheon/contentsInfo.do?brd_mgrno=0,0,공설,8,16,설치,설치,설치,미설치,설치,병원
경기도,이천시,송산장례식장,경기도 이천시 장호원읍 서동대로 8579 (송산리),031-641-4440,,ssgl.com0014.co.kr,200,사설,4,8,설치,설치,설치,설치,미설치,전문
경기도,이천시,장호원장례식장,"경기도 이천시 장호원읍 샘재로145번길 41 (장호원리, 장호원성모요양병원)",031-641-2660,,,20,사설,2,4,설치,설치,설치,설치,설치,병원
경기도,이천시,하늘공원장례식장,"경기도 이천시 대월면 경충대로 1557 (장평리, 하늘공원장례식장)",031-636-3900,,,130,사설,4,10,설치,설치,설치,설치,설치,전문
